,Category,Rating,Reviews,Size,Installs,Type,Price,Genres
5672,COMMUNICATION,4.2,16,3.3M,"1,000+",Free,0,Communication
5673,BUSINESS,4.4,128,6.7M,"50,000+",Free,0,Business
5674,TOOLS,4,498,11M,"10,000+",Free,0,Tools
5675,NEWS_AND_MAGAZINES,4.7,48,4.1M,"1,000+",Free,0,News & Magazines
5676,NEWS_AND_MAGAZINES,,1,3.7M,100+,Free,0,News & Magazines
5677,SOCIAL,,88,4.3M,"1,000+",Free,0,Social
5678,FAMILY,4.1,23609,31M,"1,000,000+",Free,0,Casual
5679,GAME,4,24312,25M,"500,000+",Free,0,Music
5680,FAMILY,,14,2.0M,"1,000+",Free,0,Entertainment
5681,LIFESTYLE,4.7,57,5.8M,"10,000+",Free,0,Lifestyle
5682,LIFESTYLE,,17,3.7M,"5,000+",Free,0,Lifestyle
5683,FAMILY,,17,1.7M,"5,000+",Free,0,Entertainment
5684,HOUSE_AND_HOME,3.8,874,12M,"100,000+",Free,0,House & Home
5685,BUSINESS,5,2,14M,"1,000+",Free,0,Business
5686,SPORTS,4.4,27,78M,"10,000+",Free,0,Sports
5687,FAMILY,,350,6.4M,"10,000+",Free,0,Entertainment
5688,LIFESTYLE,,0,10M,100+,Free,0,Lifestyle
5689,GAME,4,29462,44M,"1,000,000+",Free,0,Music
5690,FINANCE,,4,1.5M,"1,000+",Free,0,Finance
5691,GAME,3.8,159063,85M,"1,000,000+",Free,0,Music
5692,BUSINESS,4.1,294,9.8M,"10,000+",Free,0,Business
5693,NEWS_AND_MAGAZINES,4.3,697,5.7M,"50,000+",Free,0,News & Magazines
5694,FOOD_AND_DRINK,,38,3.7M,"10,000+",Free,0,Food & Drink
5695,TOOLS,4.5,6207063,,"100,000,000+",Free,0,Tools
5696,TOOLS,4.4,631,,"100,000+",Free,0,Tools
5697,PRODUCTIVITY,3.4,617,46M,"100,000+",Free,0,Productivity
5698,BOOKS_AND_REFERENCE,4.1,215,30M,"10,000+",Free,0,Books & Reference
5699,FAMILY,4.1,25,47M,"5,000+",Free,0,Education
5700,FAMILY,3.8,6,23M,"1,000+",Free,0,Entertainment
5701,TOOLS,4.3,35,,"1,000+",Paid,$2.49,Tools
5702,FAMILY,4.4,1275373,91M,"10,000,000+",Free,0,Role Playing
5703,VIDEO_PLAYERS,4.4,43,44M,"1,000+",Free,0,Video Players & Editors
5705,VIDEO_PLAYERS,3.3,171,4.8M,"10,000+",Free,0,Video Players & Editors
5706,COMMUNICATION,3.3,1434,9.5M,"100,000+",Free,0,Communication
5707,VIDEO_PLAYERS,4.4,22,19M,"5,000+",Free,0,Video Players & Editors
5708,TOOLS,3.7,701,7.3M,"100,000+",Free,0,Tools
5709,TOOLS,3.4,2420,1.8M,"1,000,000+",Free,0,Tools
5710,FINANCE,2.3,251,5.7M,"50,000+",Free,0,Finance
5711,FAMILY,3.3,11,7.3M,"1,000+",Free,0,Entertainment
5712,PHOTOGRAPHY,2.7,90,4.0M,"5,000+",Paid,$2.99,Photography
5713,COMMUNICATION,,4,3.7M,"1,000+",Free,0,Communication
5714,TOOLS,4.6,1170641,26M,"10,000,000+",Free,0,Tools
5715,FAMILY,3.5,174,5.6M,"50,000+",Free,0,Entertainment
5716,TOOLS,3.4,150,7.3M,"50,000+",Free,0,Tools
5717,FAMILY,4.3,259,49M,"10,000+",Free,0,Education
5718,LIFESTYLE,4.1,9,8.7M,"1,000+",Free,0,Lifestyle
5719,TOOLS,4.7,2598579,49M,"50,000,000+",Free,0,Tools
5720,PRODUCTIVITY,4.4,574719,20M,"10,000,000+",Free,0,Productivity
5721,LIFESTYLE,3.8,250,7.3M,"50,000+",Free,0,Lifestyle
5722,VIDEO_PLAYERS,3,78,0.322,"10,000+",Free,0,Video Players & Editors
5723,BOOKS_AND_REFERENCE,4.4,98,6.3M,"10,000+",Free,0,Books & Reference
5724,TOOLS,4.2,27,3.4M,"5,000+",Free,0,Tools
5725,PRODUCTIVITY,4.5,24,22M,"1,000+",Free,0,Productivity
5726,FAMILY,3.5,91,25M,"10,000+",Free,0,Education
5727,TOOLS,4.5,78629,6.3M,"1,000,000+",Free,0,Tools
5729,LIFESTYLE,4.5,82,8.7M,"5,000+",Free,0,Lifestyle
5730,FOOD_AND_DRINK,,0,10M,50+,Free,0,Food & Drink
5731,TOOLS,4.5,648380,24M,"10,000,000+",Free,0,Tools
5732,COMMUNICATION,4,7317,,"1,000,000+",Free,0,Communication
5733,FAMILY,4.8,4,43M,100+,Free,0,Casual
5734,PERSONALIZATION,,0,,"100,000+",Free,0,Personalization
5735,VIDEO_PLAYERS,4.3,1659,3.7M,"100,000+",Free,0,Video Players & Editors
5736,FOOD_AND_DRINK,1.7,14,13M,"1,000+",Free,0,Food & Drink
5737,PHOTOGRAPHY,4.3,18325,,"1,000,000+",Free,0,Photography
5738,BOOKS_AND_REFERENCE,4.2,8,3.9M,"5,000+",Free,0,Books & Reference
5739,BUSINESS,,3,13M,100+,Paid,$19.90,Business
5740,TOOLS,4.2,725,3.0M,"100,000+",Free,0,Tools
5741,TOOLS,4.3,2158,3.0M,"100,000+",Free,0,Tools
5742,HEALTH_AND_FITNESS,,2,,500+,Free,0,Health & Fitness
5743,GAME,4,7718,46M,"100,000+",Free,0,Action
5744,TOOLS,4.2,249,3.0M,"50,000+",Free,0,Tools
5745,NEWS_AND_MAGAZINES,4.6,9,17M,500+,Free,0,News & Magazines
5746,GAME,4.1,29062,63M,"1,000,000+",Free,0,Casino
5747,FAMILY,4.6,11,17M,"1,000+",Free,0,Education
5748,TOOLS,4.1,484,2.9M,"100,000+",Free,0,Tools
5749,TOOLS,4,202,2.9M,"50,000+",Free,0,Tools
5750,FAMILY,,0,26M,10+,Free,0,Education
5751,TOOLS,3.3,40,2.7M,"1,000+",Paid,$1.99,Tools
5752,NEWS_AND_MAGAZINES,4.1,1948,,"100,000+",Free,0,News & Magazines
5753,FAMILY,,0,,5+,Free,0,Strategy
5754,TOOLS,,2,24M,100+,Free,0,Tools
5755,TOOLS,4,9,4.7M,500+,Free,0,Tools
5756,TOOLS,,4,2.7M,100+,Paid,$1.99,Tools
5757,FAMILY,,1,1.7M,100+,Free,0,Entertainment
5758,TOOLS,4.4,52,3.0M,"5,000+",Free,0,Tools
5759,TOOLS,4.2,294,3.0M,"50,000+",Free,0,Tools
5760,GAME,3.8,35572,,"1,000,000+",Free,0,Arcade
5761,BUSINESS,3.1,20973,31M,"5,000,000+",Free,0,Business
5762,NEWS_AND_MAGAZINES,,21,36M,"1,000+",Free,0,News & Magazines
5763,BOOKS_AND_REFERENCE,5,5,4.3M,"1,000+",Free,0,Books & Reference
5764,GAME,4.2,492,63M,"100,000+",Free,0,Action
5765,BUSINESS,4.7,114,8.6M,"5,000+",Free,0,Business
5766,GAME,4.4,1604146,57M,"10,000,000+",Free,0,Action
5767,PERSONALIZATION,4.6,285,,"10,000+",Paid,$0.99,Personalization
5768,WEATHER,4.4,260137,13M,"10,000,000+",Free,0,Weather
5769,FAMILY,2.9,2079,5.6M,"100,000+",Free,0,Entertainment
5770,BUSINESS,2.7,8346,,"1,000,000+",Free,0,Business
5771,NEWS_AND_MAGAZINES,,1,1.0M,10+,Free,0,News & Magazines
5772,PERSONALIZATION,4.6,7264,,"100,000+",Paid,$1.99,Personalization
5773,PRODUCTIVITY,4,6205,,"100,000+",Free,0,Productivity
5775,BOOKS_AND_REFERENCE,4.8,6,1.6M,"1,000+",Free,0,Books & Reference
5776,FOOD_AND_DRINK,5,1,24M,100+,Free,0,Food & Drink
5777,PRODUCTIVITY,3.9,127,5.9M,"1,000+",Paid,$0.99,Productivity
5778,WEATHER,4.2,19666,,"1,000,000+",Free,0,Weather
5779,NEWS_AND_MAGAZINES,4.1,2808,,"100,000+",Free,0,News & Magazines
5780,FAMILY,4.7,54,44M,"10,000+",Free,0,Entertainment
5781,FAMILY,4.2,24775,30M,"100,000+",Free,0,Puzzle
5782,GAME,4.2,3845,76M,"500,000+",Free,0,Arcade
5783,BUSINESS,3.7,244,0.976,"10,000+",Free,0,Business
5784,VIDEO_PLAYERS,4.1,15765,10M,"1,000,000+",Free,0,Video Players & Editors
5785,LIFESTYLE,4.1,305,44M,"10,000+",Free,0,Lifestyle
5786,GAME,3.8,141,19M,"10,000+",Free,0,Arcade
5787,FINANCE,4.6,4546,3.0M,"100,000+",Free,0,Finance
5788,GAME,,1,15M,100+,Free,0,Arcade
5789,GAME,4.4,21,15M,"5,000+",Free,0,Arcade
5790,GAME,4.2,924,43M,"100,000+",Free,0,Arcade
5791,VIDEO_PLAYERS,4.4,569,2.6M,"50,000+",Free,0,Video Players & Editors
5792,COMMUNICATION,,1,0.172,100+,Free,0,Communication
5793,FAMILY,,18,24M,"1,000+",Free,0,Simulation
5794,GAME,4.6,29,31M,"1,000+",Free,0,Arcade
5795,GAME,5,8,25M,50+,Free,0,Arcade
5796,PRODUCTIVITY,,1,2.3M,500+,Free,0,Productivity
5797,GAME,4.5,52,33M,"5,000+",Free,0,Action
5798,BUSINESS,,0,9.0M,10+,Free,0,Business
5799,TOOLS,3.5,17,7.4M,"5,000+",Free,0,Tools
5800,TOOLS,,0,19M,5+,Free,0,Tools
5801,TOOLS,3.9,56,2.3M,"10,000+",Free,0,Tools
5802,GAME,4.4,15806,42M,"1,000,000+",Free,0,Arcade
5803,FAMILY,3,2,,10+,Free,0,Casual
5804,FAMILY,,0,3.3M,10+,Paid,$0.99,Education
5805,GAME,3.1,440,9.1M,"50,000+",Free,0,Arcade
5806,GAME,4.4,69,2.8M,"50,000+",Free,0,Action
5807,GAME,,1,13M,50+,Free,0,Arcade
5808,HEALTH_AND_FITNESS,3,94,30M,"10,000+",Free,0,Health & Fitness
5809,BUSINESS,,2,3.0M,100+,Free,0,Business
5810,PRODUCTIVITY,,1,2.2M,100+,Free,0,Productivity
5811,GAME,3.7,53,14M,"1,000+",Free,0,Adventure
5812,PERSONALIZATION,,2,0.238,1+,Paid,$0.99,Personalization
5813,FAMILY,3.7,291,37M,"100,000+",Free,0,Simulation
5814,GAME,3.9,71,52M,"10,000+",Free,0,Action
5815,FAMILY,4.8,53,4.4M,"1,000+",Free,0,Education
5816,TOOLS,,1,,"1,000+",Free,0,Tools
5817,LIFESTYLE,,5,28M,50+,Free,0,Lifestyle
5818,GAME,4.6,6344,32M,"500,000+",Free,0,Action
5819,LIFESTYLE,4.6,10,3.4M,500+,Free,0,Lifestyle
5820,SPORTS,4.5,12,23M,"1,000+",Free,0,Sports
5821,GAME,4.3,6,61M,"1,000+",Free,0,Action
5822,GAME,5,7,15M,100+,Free,0,Arcade
5823,FAMILY,4.3,10446,64M,"500,000+",Free,0,Casual
5824,GAME,,0,,50+,Free,0,Action
5825,PERSONALIZATION,4.7,9,12M,100+,Free,0,Personalization
5826,GAME,4,82,4.4M,"5,000+",Free,0,Action
5827,VIDEO_PLAYERS,3.8,11,3.6M,"5,000+",Free,0,Video Players & Editors
5828,SHOPPING,5,2,2.9M,100+,Free,0,Shopping
5829,BOOKS_AND_REFERENCE,4.8,111,10M,"5,000+",Free,0,Books & Reference
5830,FAMILY,4.5,11,7.2M,100+,Free,0,Entertainment
5831,TOOLS,4.3,12,3.8M,500+,Free,0,Tools
5832,FAMILY,,0,0.549,1+,Paid,$1.99,Education
5833,VIDEO_PLAYERS,,4,3.9M,"1,000+",Free,0,Video Players & Editors
5834,PERSONALIZATION,,0,2.9M,10+,Paid,$0.99,Personalization
5835,FAMILY,,0,42M,10+,Free,0,Entertainment
5836,PHOTOGRAPHY,3.7,1213,1.1M,"500,000+",Free,0,Photography
5837,FAMILY,,0,9.7M,1+,Free,0,Entertainment
5838,PERSONALIZATION,,37,1.7M,"1,000+",Free,0,Personalization
5839,LIFESTYLE,,6,13M,100+,Free,0,Lifestyle
5840,LIFESTYLE,,649,55M,"10,000+",Free,0,Lifestyle
5841,PERSONALIZATION,,3,6.5M,100+,Free,0,Personalization
5842,BOOKS_AND_REFERENCE,4.3,72,1.9M,"10,000+",Free,0,Books & Reference
5843,FAMILY,,0,5.1M,10+,Free,0,Entertainment
5844,GAME,3.8,489,36M,"10,000+",Free,0,Arcade
5845,HEALTH_AND_FITNESS,,0,11M,10+,Free,0,Health & Fitness
5846,GAME,,0,14M,1+,Paid,$0.99,Arcade
5847,LIFESTYLE,4.5,484,,"1,000+",Paid,$4.99,Lifestyle
5848,FAMILY,4.6,23,17M,"10,000+",Free,0,Education
5849,LIFESTYLE,4.1,2954,,"100,000+",Free,0,Lifestyle
5850,BOOKS_AND_REFERENCE,4.2,27,4.3M,"10,000+",Free,0,Books & Reference
5851,BUSINESS,,1,4.0M,10+,Free,0,Business
5852,FAMILY,5,41,4.0M,"1,000+",Free,0,Education
5853,TOOLS,,26,3.0M,"1,000+",Free,0,Tools
5854,BUSINESS,,8,1.2M,10+,Free,0,Business
5855,GAME,,0,29M,5+,Free,0,Arcade
5857,BUSINESS,,0,3.4M,1+,Free,0,Business
5858,WEATHER,3.3,115,5.1M,"10,000+",Free,0,Weather
5859,TOOLS,3.6,9895,2.7M,"1,000,000+",Free,0,Tools
5860,GAME,4,162530,97M,"10,000,000+",Free,0,Racing
5861,FAMILY,4,39779,19M,"5,000,000+",Free,0,Video Players & Editors;Music & Video
5862,GAME,4,254518,100M,"10,000,000+",Free,0,Action
5864,GAME,4.2,88901,73M,"10,000,000+",Free,0,Action
5865,FAMILY,4.3,65146,100M,"10,000,000+",Free,0,Simulation
5866,VIDEO_PLAYERS,4.2,104551,18M,"10,000,000+",Free,0,Video Players & Editors
5867,PERSONALIZATION,4.5,66321,18M,"5,000,000+",Free,0,Personalization
5868,GAME,4.3,29270,44M,"5,000,000+",Free,0,Action
5869,VIDEO_PLAYERS,4.6,751911,,"10,000,000+",Free,0,Video Players & Editors
5870,COMMUNICATION,4.4,1520,5.2M,"100,000+",Free,0,Communication
5871,FAMILY,4.2,97,8.9M,"10,000+",Free,0,Entertainment
5872,LIBRARIES_AND_DEMO,4.2,11087,34M,"1,000,000+",Free,0,Libraries & Demo
5873,FAMILY,4.2,26426,30M,"1,000,000+",Free,0,Education;Education
5874,PHOTOGRAPHY,3.4,2332,1.6M,"100,000+",Free,0,Photography
5875,PRODUCTIVITY,3.2,2728,4.4M,"500,000+",Free,0,Productivity
5876,TOOLS,4,60,3.7M,"5,000+",Free,0,Tools
5877,FAMILY,4.6,227,11M,"10,000+",Free,0,Education
5878,TOOLS,3.2,24,4.7M,"10,000+",Free,0,Tools
5879,LIFESTYLE,4.4,132,33M,"10,000+",Free,0,Lifestyle
5880,FINANCE,4,463,13M,"10,000+",Free,0,Finance
5881,VIDEO_PLAYERS,4.7,70,14M,"1,000+",Free,0,Video Players & Editors
5882,VIDEO_PLAYERS,,17,3.7M,500+,Free,0,Video Players & Editors
5883,MEDICAL,3.7,3,7.3M,500+,Free,0,Medical
5884,FAMILY,3.9,306,,"100,000+",Free,0,Casual
5885,GAME,4.2,162,37M,"10,000+",Free,0,Arcade
5886,FINANCE,4.1,44,13M,"1,000+",Free,0,Finance
5887,FAMILY,3.5,24,13M,"10,000+",Free,0,Entertainment
5888,FAMILY,4.8,12,8.4M,500+,Free,0,Education
5889,TRAVEL_AND_LOCAL,4.3,201,45M,"10,000+",Free,0,Travel & Local
5890,LIFESTYLE,3.9,386,7.9M,"50,000+",Free,0,Lifestyle
5891,MAPS_AND_NAVIGATION,,30,4.2M,"1,000+",Free,0,Maps & Navigation
5892,FINANCE,3.5,100,11M,"10,000+",Free,0,Finance
5893,FAMILY,4.3,285,6.2M,"10,000+",Free,0,Education
5894,BUSINESS,4.4,16,3.7M,"1,000+",Free,0,Business
5895,FAMILY,4.8,13,6.0M,100+,Free,0,Entertainment
5896,BOOKS_AND_REFERENCE,3.9,9,8.8M,"1,000+",Free,0,Books & Reference
5897,TRAVEL_AND_LOCAL,3.8,43,22M,"10,000+",Free,0,Travel & Local
5898,FAMILY,4.2,109,30M,"10,000+",Free,0,Education
5899,BOOKS_AND_REFERENCE,4,5300,11M,"1,000,000+",Free,0,Books & Reference
5900,HEALTH_AND_FITNESS,4,265,4.1M,"100,000+",Free,0,Health & Fitness
5901,FAMILY,4.4,13,3.4M,"1,000+",Free,0,Education
5902,TRAVEL_AND_LOCAL,4.7,65,13M,"5,000+",Free,0,Travel & Local
5903,FAMILY,4.5,112,39M,"10,000+",Free,0,Education
5904,FAMILY,4.3,367,5.1M,"100,000+",Free,0,Entertainment
5906,LIFESTYLE,4.3,127,5.5M,"10,000+",Free,0,Lifestyle
5907,TRAVEL_AND_LOCAL,4.1,134,5.3M,"10,000+",Free,0,Travel & Local
5908,TOOLS,2.1,149,2.8M,"50,000+",Free,0,Tools
5909,TRAVEL_AND_LOCAL,3.7,40,9.0M,"1,000+",Paid,$8.49,Travel & Local
5911,FINANCE,4.4,31,0.206,"1,000+",Paid,$3.99,Finance
5912,FINANCE,4.2,23,0.954,500+,Paid,$3.99,Finance
5913,BUSINESS,2.1,87,26M,"5,000+",Free,0,Business
5914,FINANCE,2.4,36,9.4M,"1,000+",Paid,$1.99,Finance
5915,PRODUCTIVITY,4.1,22,2.4M,"5,000+",Free,0,Productivity
5916,FAMILY,3.1,1734,5.8M,"500,000+",Free,0,Strategy
5917,GAME,5,2,20M,1+,Paid,$1.49,Arcade
5918,TRAVEL_AND_LOCAL,,6,17M,100+,Free,0,Travel & Local
5919,GAME,3.5,196,35M,"10,000+",Free,0,Adventure
5920,PARENTING,4.2,20,17M,"10,000+",Free,0,Parenting
5921,COMMUNICATION,,0,2.9M,1+,Free,0,Communication
5922,FAMILY,4.7,303,42M,"10,000+",Free,0,Entertainment
5923,TRAVEL_AND_LOCAL,,0,5.1M,100+,Free,0,Travel & Local
5924,FAMILY,,1,16M,5+,Paid,$1.99,Educational
5925,HEALTH_AND_FITNESS,,31,4.7M,"1,000+",Free,0,Health & Fitness
5926,FAMILY,4.8,23,35M,"10,000+",Free,0,Educational;Education
5927,FAMILY,,3,12M,100+,Paid,$1.49,Education
5928,FAMILY,4.5,226,26M,"100,000+",Free,0,Education;Education
5929,FAMILY,4.6,66,17M,"10,000+",Free,0,Educational;Education
5930,FAMILY,4.6,32,60M,"10,000+",Free,0,Education
5931,FAMILY,4.9,285,25M,"10,000+",Free,0,Education
5932,FAMILY,4.8,1491,38M,"50,000+",Free,0,Education
5933,FAMILY,4,13,2.0M,"1,000+",Free,0,Entertainment
5934,LIFESTYLE,3.9,592,2.5M,"100,000+",Free,0,Lifestyle
5935,FAMILY,4.1,181,9.2M,"10,000+",Free,0,Entertainment
5936,COMICS,4.1,690,0.444,"50,000+",Free,0,Comics
5937,FAMILY,4.5,227,15M,"50,000+",Free,0,Educational;Education
5938,HEALTH_AND_FITNESS,4.2,287,12M,"50,000+",Free,0,Health & Fitness
5939,NEWS_AND_MAGAZINES,4,677,4.4M,"10,000+",Free,0,News & Magazines
5940,NEWS_AND_MAGAZINES,4.4,27,14M,100+,Free,0,News & Magazines
5941,TOOLS,1.9,8,6.7M,"1,000+",Free,0,Tools
5942,PRODUCTIVITY,,0,3.7M,10+,Paid,$2.99,Productivity
5943,FAMILY,,3,4.0M,500+,Free,0,Education
5944,TOOLS,3.7,26,2.2M,"5,000+",Free,0,Tools
5945,FAMILY,,0,33M,0+,Paid,$2.99,Education
5946,FAMILY,4.2,79826,,"1,000,000+",Free,0,Strategy
5947,NEWS_AND_MAGAZINES,4,3647,5.7M,"100,000+",Free,0,News & Magazines
5948,SPORTS,4.3,242096,87M,"10,000,000+",Free,0,Sports
5949,TRAVEL_AND_LOCAL,2.5,862,30M,"100,000+",Free,0,Travel & Local
5950,GAME,4.4,3452530,68M,"100,000,000+",Free,0,Action
5951,SOCIAL,,2,5.9M,10+,Free,0,Social
5953,FAMILY,4.7,1424,19M,"100,000+",Free,0,Educational
5954,GAME,4.6,169661,40M,"10,000,000+",Free,0,Arcade
5955,SPORTS,4.4,172,49M,"5,000+",Paid,$2.99,Sports
5956,FAMILY,4.3,7441,52M,"500,000+",Free,0,Strategy
5957,SPORTS,4.4,55,63M,"1,000+",Paid,$4.49,Sports
5959,SPORTS,3.6,25,6.0M,"1,000+",Paid,$3.99,Sports
5960,FAMILY,3.8,11,17M,"1,000+",Free,0,Education
5961,FAMILY,4.4,31,4.2M,100+,Paid,$0.99,Casual
5962,FAMILY,4.4,21,32M,"1,000+",Free,0,Education
5963,FAMILY,3,10,0.717,"5,000+",Free,0,Entertainment
5965,LIFESTYLE,3.7,492,4.3M,"50,000+",Free,0,Lifestyle
5966,BOOKS_AND_REFERENCE,5,5,7.2M,50+,Paid,$1.75,Books & Reference
5967,MAPS_AND_NAVIGATION,,0,5.0M,100+,Free,0,Maps & Navigation
5968,MEDICAL,4.2,8,1.2M,500+,Free,0,Medical
5969,PRODUCTIVITY,4.8,4,31M,100+,Free,0,Productivity
5970,TRAVEL_AND_LOCAL,4.4,7,17M,500+,Free,0,Travel & Local
5971,FAMILY,4.1,36151,46M,"1,000,000+",Free,0,Simulation
5972,LIFESTYLE,4.7,113,20M,"1,000+",Free,0,Lifestyle
5973,PARENTING,4.7,8343,8.3M,"50,000+",Paid,$4.99,Parenting
5974,TOOLS,3.3,27,5.0M,"5,000+",Free,0,Tools
5975,GAME,4,209,22M,"10,000+",Free,0,Casino
5976,LIFESTYLE,,0,3.1M,50+,Free,0,Lifestyle
5977,FAMILY,,0,2.2M,10+,Paid,$1.49,Education
5978,FAMILY,1,1,2.0M,50+,Paid,$1.49,Education
5979,TRAVEL_AND_LOCAL,4.4,382,12M,"10,000+",Free,0,Travel & Local
5980,PHOTOGRAPHY,4.2,5,5.5M,500+,Free,0,Photography
5981,VIDEO_PLAYERS,4.4,8,14M,"1,000+",Free,0,Video Players & Editors
5982,PRODUCTIVITY,4.6,27135,,"100,000+",Paid,$4.99,Productivity
5983,TRAVEL_AND_LOCAL,4.3,20,15M,"1,000+",Free,0,Travel & Local
5984,FAMILY,4.4,7,81M,"1,000+",Free,0,Education
5985,VIDEO_PLAYERS,,1,62M,100+,Free,0,Video Players & Editors
5986,SPORTS,3.7,20,8.9M,"1,000+",Free,0,Sports
5987,EVENTS,2.9,7,,500+,Free,0,Events
5988,TRAVEL_AND_LOCAL,4,1,3.0M,100+,Free,0,Travel & Local
5990,FAMILY,3.3,14,11M,"1,000+",Free,0,Education
5991,BUSINESS,,1,3.4M,100+,Free,0,Business
5992,MEDICAL,,3,12M,50+,Free,0,Medical
5993,FAMILY,4.2,4,29M,500+,Free,0,Education
5994,MAPS_AND_NAVIGATION,4.5,6230,,"100,000+",Paid,$11.99,Maps & Navigation
5995,LIFESTYLE,2.3,3,2.6M,500+,Free,0,Lifestyle
5996,FAMILY,5,4,1.7M,100+,Free,0,Entertainment
5997,FAMILY,3.6,5,5.4M,"1,000+",Free,0,Education
5998,BEAUTY,,0,,100+,Free,0,Beauty
5999,FAMILY,3.9,137377,30M,"5,000,000+",Free,0,Simulation
6000,FAMILY,4.4,7461,31M,"1,000,000+",Free,0,Entertainment
6001,LIFESTYLE,4.2,120,14M,"10,000+",Free,0,Lifestyle
6002,MEDICAL,4.8,17,37M,"5,000+",Free,0,Medical
6003,FAMILY,4.3,39109,4.0M,"1,000,000+",Free,0,Entertainment
6004,BUSINESS,4.2,5988,,"500,000+",Free,0,Business
6005,COMMUNICATION,4.4,10341,6.9M,"500,000+",Free,0,Communication
6006,FAMILY,4.3,193,14M,"10,000+",Free,0,Entertainment
6007,TOOLS,4,21,0.21,"10,000+",Free,0,Tools
6008,HEALTH_AND_FITNESS,1.4,45,13M,"5,000+",Free,0,Health & Fitness
6009,COMICS,3.3,1476,18M,"500,000+",Free,0,Comics
6010,FAMILY,4.3,539,13M,"50,000+",Free,0,Entertainment
6011,FAMILY,,1,38M,10+,Free,0,Simulation
6012,NEWS_AND_MAGAZINES,4.6,30,3.8M,"1,000+",Free,0,News & Magazines
6013,FINANCE,4.7,289,3.2M,"5,000+",Free,0,Finance
6014,FAMILY,4.2,540,3.2M,"10,000+",Free,0,Entertainment
6015,COMICS,3.9,4496,0.609,"100,000+",Free,0,Comics
6016,BUSINESS,3.4,9,1.7M,"1,000+",Free,0,Business
6017,PRODUCTIVITY,4.3,247,4.0M,"10,000+",Free,0,Productivity
6018,BOOKS_AND_REFERENCE,4.8,123,6.5M,"1,000+",Free,0,Books & Reference
6019,PRODUCTIVITY,4.8,93,14M,"1,000+",Free,0,Productivity
6020,BOOKS_AND_REFERENCE,4.5,197,2.8M,"10,000+",Free,0,Books & Reference
6021,FAMILY,3.3,16,33M,500+,Free,0,Simulation
6022,FAMILY,4.2,5,3.3M,500+,Free,0,Entertainment
6023,MAPS_AND_NAVIGATION,4.9,49,3.9M,100+,Free,0,Maps & Navigation
6024,PRODUCTIVITY,4.2,41,15M,"1,000+",Free,0,Productivity
6025,SPORTS,4.6,1238,9.5M,"100,000+",Free,0,Sports
6026,FAMILY,4.1,205,7.3M,"50,000+",Free,0,Education
6027,FAMILY,4.6,12,2.4M,"5,000+",Free,0,Education
6028,COMMUNICATION,4,474,3.0M,"50,000+",Free,0,Communication
6029,FAMILY,4.2,69,3.5M,"10,000+",Free,0,Entertainment
6030,SOCIAL,5,2,2.4M,500+,Free,0,Social
6031,COMMUNICATION,4.1,29,13M,"10,000+",Free,0,Communication
6032,BOOKS_AND_REFERENCE,3.7,4071,,"500,000+",Free,0,Books & Reference
6033,SPORTS,4.1,142,5.3M,"100,000+",Free,0,Sports
6034,FINANCE,3.8,103,6.9M,"5,000+",Free,0,Finance
6035,FAMILY,4.7,12,2.3M,100+,Free,0,Education
6036,FAMILY,3.5,3347,15M,"100,000+",Free,0,Entertainment
6037,FAMILY,4,983,7.2M,"100,000+",Free,0,Education
6038,BUSINESS,4.2,63,13M,"5,000+",Free,0,Business
6039,TOOLS,3.3,1988,7.3M,"500,000+",Free,0,Tools
6040,TOOLS,3.7,29,3.3M,"10,000+",Free,0,Tools
6041,TOOLS,3.4,3491,7.3M,"1,000,000+",Free,0,Tools
6042,TOOLS,3.7,533,7.3M,"100,000+",Free,0,Tools
6043,FAMILY,5,2,2.6M,500+,Free,0,Education
6044,COMMUNICATION,4.4,7,0.308,"5,000+",Free,0,Communication
6045,LIFESTYLE,5,15,4.5M,100+,Free,0,Lifestyle
6046,COMMUNICATION,4.8,6,21M,10+,Free,0,Communication
6047,COMMUNICATION,4.4,7,5.3M,500+,Free,0,Communication
6048,NEWS_AND_MAGAZINES,4.9,13,2.3M,100+,Free,0,News & Magazines
6049,FINANCE,4,967,22M,"100,000+",Free,0,Finance
6050,GAME,4.4,4396,40M,"100,000+",Free,0,Trivia
6051,PHOTOGRAPHY,4.5,192851,,"10,000,000+",Free,0,Photography
6052,LIFESTYLE,4.9,8418,21M,"500,000+",Free,0,Lifestyle
6053,FAMILY,4.4,9443,21M,"100,000+",Free,0,Simulation
6055,SOCIAL,5,20,1.2M,100+,Free,0,Social
6056,HEALTH_AND_FITNESS,4.8,787,53M,"1,000+",Paid,$1.99,Health & Fitness
6057,PERSONALIZATION,4.6,838,11M,"50,000+",Free,0,Personalization
6058,FAMILY,4.3,2806,27M,"100,000+",Free,0,Entertainment
6059,FAMILY,3.8,66033,6.8M,"10,000,000+",Free,0,Casual
6060,SPORTS,4.3,7557,7.4M,"100,000+",Free,0,Sports
6061,PERSONALIZATION,4.3,44,3.5M,"1,000+",Free,0,Personalization
6062,PHOTOGRAPHY,4.1,560,1.7M,"10,000+",Free,0,Photography
6063,WEATHER,4.5,54090,4.0M,"5,000,000+",Free,0,Weather
6064,FAMILY,4.2,3103,8.8M,"100,000+",Free,0,Entertainment
6065,FAMILY,3.8,48545,38M,"1,000,000+",Free,0,Casual
6066,FAMILY,4.3,18,1.7M,"1,000+",Free,0,Entertainment
